City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,yar-sale,66.8333,70.8333,-12.92,96,94,4.72,RU,02/08/2023 22:42:51
272,margate,51.3813,1.3862,2.61,91,95,4.86,GB,02/08/2023 22:43:04
273,mana,5.6592,-53.7767,24.13,89,100,4.23,GF,02/08/2023 22:47:41
274,nizhnyaya omka,63.4737,41.607,-0.61,87,99,5.42,RU,02/08/2023 22:47:42
275,erenhot,43.6475,111.9767,-3.41,69,100,4.46,CN,02/08/2023 22:47:42
276,ostrovnoy,68.0531,39.5131,0.16,85,100,17.88,RU,02/08/2023 22:44:43
277,westerlo,51.0905,4.9154,0.55,73,27,3.6,BE,02/08/2023 22:47:43
278,west plains,31.8024,-97.0917,6.68,88,0,2.06,US,02/08/2023 22:47:43
279,bayir,37.2687,28.2167,-0.71,71,32,2.39,TR,02/08/2023 22:47:43
280,kiunga,-6.1219,141.2906,27.14,86,100,2.69,PG,02/08/2023 22:47:44
281,roald,62.5833,6.1333,6.53,75,20,10.29,NO,02/08/2023 22:44:41
282,yumen,40.2833,97.2,0.48,39,11,4.47,CN,02/08/2023 22:44:49
283,tsabong,-26.0217,22.401,20.36,70,38,3.23,BW,02/08/2023 22:47:44
284,coelho neto,-8.8485,-39.2117,22.53,67,48,6.0,BR,02/08/2023 22:47:45
285,cherskiy,68.75,161.3,-35.19,98,100,3.2,RU,02/08/2023 22:44:07
286,ojinaga,29.5667,-104.4167,12.45,53,0,1.54,MX,02/08/2023 22:44:02
287,morondava,-20.2833,44.2833,24.87,86,99,2.43,MG,02/08/2023 22:47:45
288,kushiro,42.975,144.3747,-4.47,74,75,5.66,JP,02/08/2023 22:47:45
289,mujiayingzi,42.1167,118.7833,-1.59,46,100,3.81,CN,02/08/2023 22:47:46
290,sal rei,32.5694,35.9119,2.34,73,71,0.95,JO,02/08/2023 22:47:46
291,fukue,32.6881,128.8419,11.2,54,0,4.12,JP,02/08/2023 22:45:38
292,adrar,20.5022,-10.0711,19.11,16,97,3.31,MR,02/08/2023 22:43:59
293,riyadh,24.6877,46.7219,10.08,48,56,5.01,SA,02/08/2023 22:47:47
294,senanga,-16.1167,23.2667,18.52,98,100,2.66,ZM,02/08/2023 22:47:47
295,brae,60.3964,-1.353,4.66,68,99,15.07,GB,02/08/2023 22:47:47
296,olafsvik,64.8945,-23.7142,-4.43,60,100,9.69,IS,02/08/2023 22:44:24
297,katunino,64.3862,40.6298,-2.06,88,99,6.19,RU,02/08/2023 22:47:48
298,nanakuli,21.3906,-158.1547,25.97,51,0,6.17,US,02/08/2023 22:47:48
299,russell,32.3502,-85.1999,20.57,88,0,0.0,US,02/08/2023 22:47:48
300,mrakovo,52.7161,56.6244,-12.66,96,100,1.55,RU,02/08/2023 22:47:49
301,broome,42.2506,-75.833,3.21,67,0,2.57,US,02/08/2023 22:42:46
302,samut sakhon,14.6996,103.3129,33.34,41,14,3.25,TH,02/08/2023 22:47:49
303,mao,39.8885,4.2658,7.31,81,20,1.03,ES,02/08/2023 22:47:49
304,jiangyou,31.7667,104.7167,10.46,80,100,1.48,CN,02/08/2023 22:47:50
305,bilibino,68.0546,166.4372,-41.5,98,66,0.64,RU,02/08/2023 22:43:34
306,san cristobal,13.3034,-4.8956,24.82,15,0,3.94,ML,02/08/2023 22:47:50
307,chapais,49.7834,-74.8492,-20.12,100,68,0.84,CA,02/08/2023 22:47:50
308,esna,25.2934,32.554,7.01,44,100,2.65,EG,02/08/2023 22:47:51
309,aden,12.7794,45.0367,24.41,72,2,1.37,YE,02/08/2023 22:47:51
310,darhan,49.4867,105.9228,-16.55,89,30,1.76,MN,02/08/2023 22:43:02
311,tarskoye,42.967,44.7711,-11.86,95,100,0.58,RU,02/08/2023 22:47:51
312,vilhena,-12.7406,-60.1458,20.49,95,100,0.66,BR,02/08/2023 22:47:52
313,padang,-0.9492,100.3543,28.03,70,97,1.85,ID,02/08/2023 22:44:28
314,fernie,49.5,-115.0687,-1.89,98,98,0.65,CA,02/08/2023 22:47:52
315,qasigiannguit,68.8193,-51.1922,-21.86,80,85,1.16,GL,02/08/2023 22:47:52
316,marmarion,38.0484,24.3204,3.65,68,100,10.47,GR,02/08/2023 22:47:53
317,anadyr,64.75,177.4833,-33.72,66,0,5.0,RU,02/08/2023 22:42:36
318,llanes,43.4198,-4.7549,7.72,74,1,1.67,ES,02/08/2023 22:47:53
319,calvinia,-31.4707,19.776,18.67,62,4,2.7,ZA,02/08/2023 22:47:53
320,veraval,20.9,70.3667,24.82,33,19,3.64,IN,02/08/2023 22:47:54
321,malakal,9.5334,31.6605,21.62,15,11,3.58,SS,02/08/2023 22:47:54
322,sirpur,19.4833,79.6,25.34,18,33,2.58,IN,02/08/2023 22:47:54
323,boca do acre,45.679,8.4087,0.03,56,100,0.78,IT,02/08/2023 22:47:55
324,shelburne,44.0787,-80.2041,0.25,96,100,2.1,CA,02/08/2023 22:45:11
325,gandia,38.9667,-0.1833,10.96,89,100,1.34,ES,02/08/2023 22:47:55
326,hasaki,35.7333,140.8333,11.27,37,8,7.94,JP,02/08/2023 22:42:12
327,ancud,-41.8697,-73.8203,14.26,97,11,2.96,CL,02/08/2023 22:43:13
328,bilma,18.6853,12.9164,17.88,19,0,3.37,NE,02/08/2023 22:45:50
329,haines junction,59.2286,-135.4441,1.86,75,0,2.57,US,02/08/2023 22:47:55
330,manati,18.4275,-66.4921,25.5,85,22,6.98,PR,02/08/2023 22:47:56
331,viking,53.1001,-111.7684,-7.08,97,52,2.96,CA,02/08/2023 22:47:56
332,picui,-6.5106,-36.3469,21.8,82,98,5.39,BR,02/08/2023 22:42:57
333,taoudenni,22.6783,-3.9836,19.18,19,98,5.85,ML,02/08/2023 22:47:56
334,leningradskiy,69.3833,178.4167,-27.68,97,100,2.55,RU,02/08/2023 22:42:04
335,almaznyy,48.0448,40.045,-11.89,95,24,2.62,RU,02/08/2023 22:47:57
336,bubaque,11.2833,-15.8333,23.42,66,1,4.73,GW,02/08/2023 22:47:57
337,ardakan,32.31,54.0175,5.8,47,0,1.93,IR,02/08/2023 22:47:57
338,keffi,8.8486,7.8736,23.28,19,94,1.86,NG,02/08/2023 22:47:58
339,jalu,29.0331,21.5482,10.12,48,43,6.55,LY,02/08/2023 22:47:58
340,zanjan,36.6736,48.4787,-4.17,63,100,13.89,IR,02/08/2023 22:47:58
341,jintur,19.6167,76.7,24.44,20,80,1.68,IN,02/08/2023 22:47:58
342,maine-soroa,13.2114,12.0241,18.5,18,88,5.0,NE,02/08/2023 22:47:59
343,tobermory,45.2501,-81.6665,2.6,85,82,4.87,CA,02/08/2023 22:47:59
344,necochea,-38.5473,-58.7368,17.4,86,0,2.91,AR,02/08/2023 22:45:39
345,altar,30.7,-111.8167,15.1,20,2,3.35,MX,02/08/2023 22:48:00
346,bandarbeyla,9.4942,50.8122,24.72,71,61,4.73,SO,02/08/2023 22:43:42
347,barsovo,61.1667,73.1667,-14.93,95,98,5.32,RU,02/08/2023 22:48:00
348,bourail,-21.5667,165.4833,28.11,75,100,1.68,NC,02/08/2023 22:48:00
349,indramayu,-6.3264,108.32,28.91,69,93,2.56,ID,02/08/2023 22:48:00
350,luganville,-15.5333,167.1667,28.83,72,100,2.84,VU,02/08/2023 22:48:01
351,mwense,-10.3845,28.698,17.15,97,100,1.4,ZM,02/08/2023 22:48:01
352,pisco,-13.7,-76.2167,22.03,88,0,5.66,PE,02/08/2023 22:43:42
353,skibbereen,51.55,-9.2667,4.56,85,12,2.14,IE,02/08/2023 22:48:02
354,fuerte olimpo,17.5381,120.3644,30.62,66,24,3.91,PH,02/08/2023 22:48:03
355,tanda,26.55,82.65,18.22,42,0,2.61,IN,02/08/2023 22:48:03
356,berlevag,70.8578,29.0864,2.97,70,100,17.49,NO,02/08/2023 22:44:52
357,trinidad,-14.8333,-64.9,22.42,97,100,0.3,BO,02/08/2023 22:48:04
358,huaiyin,33.5886,119.0192,4.95,88,100,5.18,CN,02/08/2023 22:48:04
359,khandyga,62.6667,135.6,-36.13,92,86,0.53,RU,02/08/2023 22:48:05
360,mackay,-21.15,149.2,29.27,72,97,10.05,AU,02/08/2023 22:43:40
361,tutoia,-2.7619,-42.2744,25.68,87,99,3.82,BR,02/08/2023 22:48:05
362,villavicencio,4.142,-73.6266,26.42,60,100,0.79,CO,02/08/2023 22:48:06
363,ilulissat,69.2167,-51.1,-21.99,64,20,2.06,GL,02/08/2023 22:44:13
364,versalles,48.8,2.1333,-1.11,81,0,1.03,FR,02/08/2023 22:45:49
365,naryan-mar,67.6713,53.087,-2.93,84,99,7.47,RU,02/08/2023 22:48:06
366,youkounkoun,12.5333,-13.1333,21.9,35,4,1.91,GN,02/08/2023 22:48:07
367,emerald,-23.5333,148.1667,27.41,53,91,7.15,AU,02/08/2023 22:45:56
368,kieta,-6.2167,155.6333,29.23,70,100,3.18,PG,02/08/2023 22:43:10
369,rovaniemi,66.5,25.7167,1.67,93,100,12.86,FI,02/08/2023 22:48:08
370,beisfjord,68.3751,17.5988,3.36,95,100,2.21,NO,02/08/2023 22:48:08
371,jian,27.1172,114.9793,10.82,95,100,3.68,CN,02/08/2023 22:48:08
372,nishihara,26.1842,127.7558,21.81,73,75,7.72,JP,02/08/2023 22:48:09
373,grafton,42.207,-71.6856,4.4,66,0,6.17,US,02/08/2023 22:46:31
374,brovst,57.0956,9.528,3.31,70,0,10.29,DK,02/08/2023 22:48:10
375,mukhen,48.1,136.1,-17.39,65,17,3.5,RU,02/08/2023 22:48:10
376,pasighat,28.0667,95.3333,21.99,40,74,0.78,IN,02/08/2023 22:48:11
377,jiaocheng,24.6774,116.1389,20.58,85,99,0.41,CN,02/08/2023 22:48:11
378,gat,31.61,34.7642,8.0,100,77,2.46,IL,02/08/2023 22:44:06
379,pevek,69.7008,170.3133,-34.47,100,100,3.05,RU,02/08/2023 22:45:50
380,puerto madryn,36.5939,-6.233,12.36,82,0,5.66,ES,02/08/2023 22:47:06
381,constitucion,-35.3333,-72.4167,15.83,73,12,4.81,CL,02/08/2023 22:43:22
382,tawang,27.5833,91.8667,5.34,57,55,2.3,IN,02/08/2023 22:48:12
383,strezhevoy,60.7333,77.5889,-15.92,96,100,4.03,RU,02/08/2023 22:48:13
384,chicama,-7.8447,-79.1469,21.3,78,50,1.95,PE,02/08/2023 22:48:13
385,aksha,50.2814,113.2867,-12.95,73,65,0.69,RU,02/08/2023 22:48:14
386,beringovskiy,63.05,179.3167,-31.46,93,22,2.37,RU,02/08/2023 22:42:53
387,vitim,59.4511,112.5578,-12.96,92,100,0.81,RU,02/08/2023 22:48:14
388,prince rupert,52.9669,-108.3847,-7.91,97,100,0.89,CA,02/08/2023 22:48:15
389,yenagoa,4.9247,6.2642,25.38,88,98,1.4,NG,02/08/2023 22:48:15
390,vostok,46.4856,135.8833,-18.12,81,90,4.47,RU,02/08/2023 22:41:58
391,tecoanapa,16.5167,-98.75,24.62,69,13,1.9,MX,02/08/2023 22:48:15
392,ak-dovurak,51.1833,90.6,-19.04,94,100,0.73,RU,02/08/2023 22:48:16
393,cabul-an,10.15,124.05,28.05,78,100,7.2,PH,02/08/2023 22:48:16
394,paamiut,61.994,-49.6678,-1.86,87,100,11.17,GL,02/08/2023 22:48:17
395,katangli,51.7102,143.2326,-22.96,75,13,6.06,RU,02/08/2023 22:48:17
396,solnechnyy,50.7214,136.6319,-19.18,80,74,2.03,RU,02/08/2023 22:43:52
397,korla,41.7597,86.1469,-0.81,58,49,2.65,CN,02/08/2023 22:48:18
398,dongying,37.4564,118.4856,6.15,29,100,3.48,CN,02/08/2023 22:48:18
399,jutai,-5.1833,-68.9,22.67,99,100,0.47,BR,02/08/2023 22:48:18
400,evensk,61.95,159.2333,-23.13,75,37,5.23,RU,02/08/2023 22:48:19
401,rawson,-43.3002,-65.1023,21.34,51,71,11.78,AR,02/08/2023 22:48:19
402,macapa,0.0389,-51.0664,25.99,94,20,1.54,BR,02/08/2023 22:48:20
403,suluq,31.6682,20.2521,10.15,65,0,12.6,LY,02/08/2023 22:48:07
404,atambua,-9.1061,124.8925,25.85,83,98,3.53,ID,02/08/2023 22:45:49
405,oranjemund,-28.55,16.4333,16.96,96,32,1.34,NA,02/08/2023 22:48:20
406,mabama,-5.1333,32.5333,17.22,96,100,1.79,TZ,02/08/2023 22:48:21
407,catalao,-18.1658,-47.9464,20.08,90,100,1.46,BR,02/08/2023 22:48:21
408,maceio,-9.6658,-35.7353,23.69,94,20,1.03,BR,02/08/2023 22:44:47
409,komsomolskiy,40.4272,71.7189,4.4,70,75,3.09,UZ,02/08/2023 22:44:08
410,kununurra,-15.7667,128.7333,33.99,49,40,5.14,AU,02/08/2023 22:42:40
411,otavi,-19.65,17.3333,17.6,85,68,2.89,NA,02/08/2023 22:48:22
412,katy,29.7858,-95.8244,9.97,91,0,0.89,US,02/08/2023 22:46:02
413,klyuchi,52.2667,79.1667,-20.43,100,97,1.75,RU,02/08/2023 22:46:00
414,manaure,11.7751,-72.4445,25.42,76,55,8.37,CO,02/08/2023 22:48:23
415,bushehr,28.9684,50.8385,14.05,58,75,3.09,IR,02/08/2023 22:48:23
416,arona,28.0996,-16.681,15.22,75,75,2.57,ES,02/08/2023 22:48:23
417,hofn,64.2539,-15.2082,-4.57,47,0,7.03,IS,02/08/2023 22:43:56
418,nichinan,31.6,131.3667,12.82,61,100,5.93,JP,02/08/2023 22:48:24
419,thinadhoo,0.5333,72.9333,27.32,72,100,3.0,MV,02/08/2023 22:48:24
420,peyima,8.7,-11.0333,20.39,92,42,1.02,SL,02/08/2023 22:48:25
421,colon,9.3592,-79.9014,23.03,80,36,2.68,PA,02/08/2023 22:44:21
422,fort saint john,52.6517,6.3861,0.07,69,95,4.49,NL,02/08/2023 22:45:06
423,sabang,5.8933,95.3214,27.69,74,76,6.06,ID,02/08/2023 22:43:45
424,akyab,20.15,92.9,24.26,41,33,1.91,MM,02/08/2023 22:48:25
425,altamira,-3.2033,-52.2064,22.12,99,99,0.95,BR,02/08/2023 22:48:26
426,goderich,43.7501,-81.7165,2.18,80,97,1.54,CA,02/08/2023 22:48:26
427,saint-francois,46.4154,3.9054,-5.74,93,3,0.0,FR,02/08/2023 22:43:32
428,port hardy,-7.0349,29.7638,21.43,81,100,1.42,CD,02/08/2023 22:47:05
429,imbituba,-28.24,-48.6703,22.95,90,63,4.55,BR,02/08/2023 22:42:15
430,mariental,-24.6333,17.9667,21.8,66,0,2.33,NA,02/08/2023 22:48:27
431,port blair,-7.0349,29.7638,21.43,81,100,1.42,CD,02/08/2023 22:46:24
432,capinzal,-27.3436,-51.6119,18.72,66,19,1.98,BR,02/08/2023 22:48:28
433,vetluzhskiy,58.3902,45.4654,-16.84,100,100,1.22,RU,02/08/2023 22:48:28
434,moron,-34.6534,-58.6198,26.1,72,10,1.78,AR,02/08/2023 22:45:54
435,oriximina,-1.7656,-55.8661,23.31,94,96,1.32,BR,02/08/2023 22:48:29
436,svetlogorsk,52.6333,29.7333,-7.89,95,97,2.58,BY,02/08/2023 22:48:30
437,dunmore east,41.4198,-75.6324,4.11,74,0,1.54,US,02/08/2023 22:47:36
438,port shepstone,-7.0349,29.7638,21.43,81,100,1.42,CD,02/08/2023 22:48:31
439,peterhead,57.5058,-1.7981,3.15,69,6,10.45,GB,02/08/2023 22:48:31
440,belaya gora,49.029,25.7706,-10.15,97,49,1.85,UA,02/08/2023 22:48:31
441,acapulco,16.8634,-99.8901,25.9,57,0,0.0,MX,02/08/2023 22:44:12
442,cairns,-16.9167,145.7667,30.06,79,100,3.6,AU,02/08/2023 22:47:35
443,hervey bay,33.4982,-93.7771,10.25,86,87,6.69,US,02/08/2023 22:48:32
444,avera,33.194,-82.5271,15.86,79,100,3.42,US,02/08/2023 22:48:32
445,nanchang,28.6833,115.8833,9.09,90,100,2.88,CN,02/08/2023 22:48:33
446,hami,42.8,93.45,3.24,38,100,1.91,CN,02/08/2023 22:48:33
447,jijiga,9.35,42.8,14.57,58,4,4.03,ET,02/08/2023 22:48:34
448,nome,64.5011,-165.4064,-17.96,78,100,3.09,US,02/08/2023 22:39:49
449,gladstone,-23.85,151.25,32.1,45,40,8.23,AU,02/08/2023 22:47:27
450,benalla,-36.55,145.9833,28.25,27,2,3.15,AU,02/08/2023 22:48:34
451,healdsburg,38.6105,-122.8692,12.6,74,0,2.06,US,02/08/2023 22:48:35
452,lasa,46.6166,10.7002,-5.91,70,32,0.8,IT,02/08/2023 22:48:35
453,baker city,30.5882,-91.1682,20.97,83,100,9.77,US,02/08/2023 22:48:36
454,sembakung,3.8167,117.25,31.7,52,46,1.1,ID,02/08/2023 22:48:36
455,vikindu,-7.0067,39.2985,22.8,94,100,2.06,TZ,02/08/2023 22:48:36
456,lompoc,34.6391,-120.4579,13.08,81,0,4.12,US,02/08/2023 22:43:01
457,tunoshna,57.5459,40.1254,-3.01,100,100,0.0,RU,02/08/2023 22:48:37
458,anchorage,61.2181,-149.9003,-4.97,91,100,0.0,US,02/08/2023 22:45:01
459,tungor,53.3808,142.9564,-26.77,89,95,7.07,RU,02/08/2023 22:48:37
460,sri aman,30.0381,-8.7951,4.58,49,0,3.14,MA,02/08/2023 22:48:38
461,boundiali,9.5217,-6.4869,24.29,73,96,1.67,CI,02/08/2023 22:48:38
462,japura,-0.3167,102.35,25.32,89,100,1.24,ID,02/08/2023 22:48:38
463,balikpapan,-1.2675,116.8289,27.55,74,20,1.03,ID,02/08/2023 22:48:38
464,souillac,-20.5167,57.5167,26.21,83,75,5.14,MU,02/08/2023 22:45:32
465,nyurba,63.2842,118.3319,-36.5,95,72,0.83,RU,02/08/2023 22:42:55
466,turkistan,43.0,68.0,-1.33,74,100,6.39,KZ,02/08/2023 22:48:39
467,zharkent,44.1628,80.0,-3.35,77,99,0.84,KZ,02/08/2023 22:48:39
468,port hueneme,-7.0349,29.7638,21.43,81,100,1.42,CD,02/08/2023 22:48:31
469,mala,-12.6581,-76.6308,22.55,90,70,2.53,PE,02/08/2023 22:48:40
470,kisarazu,35.3747,139.9225,11.7,32,80,6.29,JP,02/08/2023 22:48:40
471,ulladulla,-35.35,150.4667,21.53,88,100,5.57,AU,02/08/2023 22:48:40
472,sovetskaya gavan,44.7769,41.1722,-11.51,94,44,3.64,RU,02/08/2023 22:48:41
473,priiskovyy,51.9333,116.6333,-15.6,85,17,0.61,RU,02/08/2023 22:48:41
474,saint-andre-avellin,45.7168,-75.066,-2.79,98,80,0.98,CA,02/08/2023 22:48:41
475,san lorenzo,13.3034,-4.8956,24.82,15,0,3.94,ML,02/08/2023 22:48:42
476,namagiripettai,11.4667,78.2667,21.27,52,96,0.31,IN,02/08/2023 22:48:42
477,luau,-10.7073,22.2247,16.51,98,100,1.25,AO,02/08/2023 22:42:27
478,magadan,59.5667,150.8,-16.93,72,100,2.14,RU,02/08/2023 22:48:42
479,boguchany,58.3814,97.4531,-14.16,94,97,1.75,RU,02/08/2023 22:45:02
480,vila velha,42.0304,-8.1588,1.49,81,0,1.89,PT,02/08/2023 22:48:43
481,irmo,34.086,-81.1832,15.52,88,75,0.0,US,02/08/2023 22:48:43
482,caravelas,-17.7125,-39.2481,23.97,87,41,2.33,BR,02/08/2023 22:45:42
483,santiago del estero,-33.4569,-70.6483,26.81,49,0,2.06,CL,02/08/2023 22:44:39
484,urtenen,47.0267,7.5008,-3.32,85,6,0.51,CH,02/08/2023 22:48:44
485,arlit,18.7369,7.3853,20.54,18,0,2.79,NE,02/08/2023 22:48:44
486,kalengwa,-13.4659,25.0027,15.68,97,100,1.94,ZM,02/08/2023 22:48:45
487,grajau,-5.8194,-46.1386,21.42,94,52,1.07,BR,02/08/2023 22:48:45
488,kawalu,-7.3817,108.2082,24.17,89,100,0.36,ID,02/08/2023 22:48:45
489,mankono,8.0586,-6.1897,22.54,87,79,1.55,CI,02/08/2023 22:48:46
490,debre zeyit,41.525,20.5275,-6.55,75,60,3.29,MK,02/08/2023 22:48:46
491,haimen,23.1935,116.6142,16.94,85,100,6.44,CN,02/08/2023 22:45:18
492,corrente,-3.7367,-43.3394,22.02,98,74,1.27,BR,02/08/2023 22:48:46
493,mehamn,71.0357,27.8492,2.95,93,100,9.26,NO,02/08/2023 22:48:47
494,naze,28.3667,129.4833,17.51,69,100,7.75,JP,02/08/2023 22:42:05
495,kruisfontein,-34.0033,24.7314,17.16,80,95,1.07,ZA,02/08/2023 22:42:00
496,kasempa,-13.4584,25.8338,16.12,97,100,2.69,ZM,02/08/2023 22:48:47
497,pringsewu,-5.3582,104.9744,31.23,52,97,0.96,ID,02/08/2023 22:48:47
498,waddan,29.1614,16.139,11.12,43,0,4.72,LY,02/08/2023 22:48:48
499,kiama,-34.6833,150.8667,22.99,87,100,5.81,AU,02/08/2023 22:48:48
500,loukhi,66.0764,33.0381,1.56,81,100,8.57,RU,02/08/2023 22:48:48
501,kasiri,8.9412,-13.1148,22.92,78,4,1.63,SL,02/08/2023 22:48:49
502,pala,9.3642,14.9046,21.74,21,31,3.18,TD,02/08/2023 22:48:49
503,leeton,-34.5667,146.4,32.72,27,4,1.62,AU,02/08/2023 22:48:49
504,boende,-0.2167,20.8667,20.88,93,49,1.41,CD,02/08/2023 22:45:29
505,beidao,34.5686,105.8933,5.89,43,2,0.24,CN,02/08/2023 22:48:50
506,sladkovo,55.5284,70.3385,-17.35,96,100,4.32,RU,02/08/2023 22:48:50
507,tha bo,14.9604,105.7212,29.87,36,19,1.05,LA,02/08/2023 22:48:50
508,batticaloa,7.7102,81.6924,26.53,77,88,3.86,LK,02/08/2023 22:48:51
509,snezhnogorsk,69.1933,33.2531,1.88,80,100,15.64,RU,02/08/2023 22:48:51
510,half moon bay,6.3807,-10.6953,22.94,88,82,1.46,LR,02/08/2023 22:48:51
511,trnava,48.3774,17.5872,-2.66,77,1,2.1,SK,02/08/2023 22:48:52
512,buraydah,26.326,43.975,8.25,40,100,2.58,SA,02/08/2023 22:48:52
513,belmonte,-15.8631,-38.8828,24.8,78,74,3.3,BR,02/08/2023 22:48:52
514,kandrian,-6.2167,149.55,27.56,82,100,7.16,PG,02/08/2023 22:43:28
515,bestobe,52.4994,73.0975,-24.62,100,100,1.63,KZ,02/08/2023 22:48:53
516,sunrise manor,26.1577,-80.2861,24.01,71,40,6.69,US,02/08/2023 22:48:53
517,ponta delgada,38.7333,-28.2667,8.7,72,98,3.62,PT,02/08/2023 22:48:53
518,suntar,62.1444,117.6319,-33.39,94,78,0.84,RU,02/08/2023 22:48:53
519,saint-denis,48.9167,2.3333,-0.48,78,0,1.54,FR,02/08/2023 22:48:54
520,klaksvik,62.2266,-6.589,2.51,69,86,19.74,FO,02/08/2023 22:48:54
521,westport,41.1415,-73.3579,6.08,66,0,0.45,US,02/08/2023 22:48:54
522,inhambane,-23.865,35.3833,25.47,88,55,2.36,MZ,02/08/2023 22:48:55
523,yichang,30.7144,111.2847,6.83,87,100,0.53,CN,02/08/2023 22:45:59
524,saint-joseph,-21.3667,55.6167,26.21,79,62,4.01,RE,02/08/2023 22:43:52
525,rio gallegos,38.3,21.7833,5.42,59,94,8.7,GR,02/08/2023 22:46:48
526,moratuwa,6.773,79.8816,25.01,71,87,1.74,LK,02/08/2023 22:48:55
527,samana,19.2056,-69.3369,22.93,85,74,4.74,DO,02/08/2023 22:48:56
528,coihaique,-45.5752,-72.0662,17.97,63,0,1.54,CL,02/08/2023 22:41:58
529,kalaleh,37.3807,55.4916,3.78,93,100,0.0,IR,02/08/2023 22:48:56
530,tselinnoye,53.0833,85.6667,-17.85,100,99,1.16,RU,02/08/2023 22:48:56
531,dossor,47.5272,52.9811,-15.0,88,5,3.23,KZ,02/08/2023 22:48:56
532,phalaborwa,-23.943,31.1411,21.63,94,96,3.16,ZA,02/08/2023 22:48:57
533,oyama,36.3,139.8,9.77,19,1,3.13,JP,02/08/2023 22:48:57
534,kajaani,64.2273,27.7285,1.03,86,75,8.75,FI,02/08/2023 22:48:57
535,kungurtug,50.5994,97.5228,-11.43,81,100,0.49,RU,02/08/2023 22:48:58
536,ron phibun,15.6667,75.7333,26.65,42,86,3.18,IN,02/08/2023 22:48:58
537,severodvinsk,64.5635,39.8302,-1.94,87,100,7.59,RU,02/08/2023 22:48:58
538,buala,-8.145,159.5921,28.56,75,97,2.1,SB,02/08/2023 22:44:39
539,aksarka,66.5606,67.7975,-19.21,93,62,2.46,RU,02/08/2023 22:48:59
540,dzhebariki-khaya,62.2167,135.8,-35.42,92,90,0.24,RU,02/08/2023 22:48:59
541,egvekinot,66.3167,-179.1667,-25.95,96,100,2.14,RU,02/08/2023 22:48:59
542,sibolga,1.7427,98.7792,29.86,56,65,2.02,ID,02/08/2023 22:49:00
543,arnstadt,50.8333,10.95,-3.14,76,0,3.09,DE,02/08/2023 22:49:00
